MERGE_ID,ZIPCODE,TOTAL_POP
1068,04019,18756
1031,04020,14346
1040,04021,35063
873,04022,29597
1054,04024,10482
974,04027,71939
873,04029,29597
1006,04030,65350
1011,04032,87202
1036,04037,22422
1024,04038,16381
1040,04039,35063
1036,04040,22422
873,04041,29597
1006,04042,65350
1029,04043,10810
1006,04046,65350
1031,04047,14346
1031,04048,14346
1006,04049,65350
1068,04050,18756
1036,04051,22422
1036,04055,22422
1031,04056,14346
1036,04057,22422
1006,04061,65350
1040,04062,35063
1047,04063,27106
1047,04064,27106
1068,04066,18756
811,04068,80703
1011,04069,87202
1040,04071,35063
1047,04072,27106
1048,04073,16189
1049,04074,18760
1006,04076,65350
1068,04079,18756
974,04083,71939
1054,04084,10482
1054,04085,10482
1011,04086,87202
1006,04087,65350
1036,04088,22422
1058,04090,9589
1006,04091,65350
1060,04092,17515
1006,04093,65350
811,04095,80703
1011,04096,87202
1011,04097,87202
1065,04101,17227
1066,04102,17335
1067,04103,30606
1068,04105,18756
1069,04106,35110
1069,04107,35110
1069,04108,35110
1069,04109,35110
1011,04110,87202
1074,04210,23045
877,04216,21741
873,04217,29597
873,04219,29597
1113,04220,87700
1113,04221,87700
1011,04222,87202
1113,04224,87700
877,04226,21741
1113,04227,87700
1113,04228,87700
873,04231,29597
1113,04234,87700
1091,04236,44186
873,04237,29597
1113,04238,87700
1113,04239,87700
1091,04240,44186
1011,04250,87202
1011,04252,87202
1113,04253,87700
1113,04254,87700
873,04255,29597
1109,04256,14287
1113,04257,87700
1113,04258,87700
1127,04259,19654
1011,04260,87202
873,04261,29597
1091,04263,44186
1091,04265,44186
873,04267,29597
1113,04268,87700
1109,04270,14287
1113,04271,87700
1109,04274,14287
1113,04275,87700
1113,04276,87700
1011,04280,87202
1113,04281,87700
1113,04282,87700
1113,04284,87700
1113,04285,87700
873,04286,29597
1011,04287,87202
1113,04289,87700
1113,04290,87700
1113,04292,87700
1113,04294,87700
1123,04330,45534
1127,04342,19654
1113,04343,87700
1123,04344,45534
1127,04345,19654
1123,04346,45534
1123,04347,45534
1139,04348,15424
1113,04349,87700
1011,04350,87202
1123,04351,45534
1113,04352,87700
1123,04353,45534
1139,04354,15424
1113,04355,87700
1011,04357,87202
1139,04358,15424
1011,04359,87202
1113,04360,87700
1123,04363,45534
1113,04364,87700
1144,04401,94660
1160,04406,37166
1239,04408,79070
1188,04410,13218
1239,04411,79070
1149,04412,9482
1303,04413,44328
1160,04414,37166
1160,04415,37166
1163,04416,11309
1155,04417,10474
1155,04418,10474
1144,04419,94660
1239,04421,79070
1160,04422,37166
1303,04424,44328
1160,04426,37166
1160,04427,37166
1144,04428,94660
1163,04429,11309
1303,04430,44328
1239,04431,79070
1144,04434,94660
1160,04435,37166
1163,04438,11309
1160,04441,37166
1160,04442,37166
1160,04443,37166
1144,04444,94660
1188,04448,13218
1144,04449,94660
1144,04450,94660
1303,04451,44328
1188,04453,13218
1303,04454,44328
1303,04455,44328
1144,04456,94660
1155,04457,10474
1303,04459,44328
1303,04460,44328
1239,04461,79070
1303,04462,44328
1303,04463,44328
1160,04464,37166
1188,04468,13218
1192,04469,10362
1303,04471,44328
1239,04472,79070
1192,04473,10362
1144,04474,94660
1155,04475,10474
1239,04476,79070
1160,04478,37166
1160,04479,37166
1303,04481,44328
1160,04485,37166
1303,04487,44328
1144,04488,94660
1188,04489,13218
1303,04490,44328
1303,04491,44328
1303,04492,44328
1155,04493,10474
1303,04495,44328
1144,04496,94660
1303,04497,44328
1210,04530,14583
1123,04535,45534
1224,04537,11590
1224,04538,11590
1225,04539,26930
1225,04541,26930
1225,04543,26930
1224,04544,11590
1225,04547,26930
1210,04548,14583
1225,04551,26930
1225,04553,26930
1225,04554,26930
1225,04555,26930
1224,04556,11590
1225,04558,26930
1068,04562,18756
1225,04563,26930
1225,04564,26930
1225,04568,26930
1224,04570,11590
1224,04571,11590
1139,04572,15424
1225,04573,26930
1139,04574,15424
1224,04575,11590
1224,04576,11590
1224,04578,11590
1127,04579,19654
1239,04605,79070
1243,04606,11604
1280,04607,11277
1280,04609,11277
1243,04611,11604
1268,04612,11828
1280,04613,11277
1239,04614,79070
1239,04616,79070
1239,04617,79070
1298,04619,19859
1239,04622,79070
1243,04623,11604
1280,04624,11277
1268,04625,11828
1298,04626,19859
1239,04627,79070
1298,04628,19859
1239,04629,79070
1298,04630,19859
1298,04631,19859
1239,04634,79070
1268,04635,11828
1303,04637,44328
1280,04640,11277
1239,04642,79070
1243,04643,11604
1280,04644,11277
1239,04645,79070
1268,04646,11828
1243,04648,11604
1243,04649,11604
1239,04650,79070
1298,04652,19859
1268,04653,11828
1298,04654,19859
1298,04655,19859
1298,04657,19859
1239,04658,79070
1268,04660,11828
1268,04662,11828
1280,04664,11277
1298,04666,19859
1298,04667,19859
1303,04668,44328
1280,04669,11277
1298,04671,19859
1239,04673,79070
1268,04674,11828
1268,04675,11828
1239,04676,79070
1280,04677,11277
1268,04679,11828
1239,04680,79070
1239,04681,79070
1239,04683,79070
1239,04684,79070
1268,04685,11828
1303,04686,44328
1298,04691,19859
1280,04693,11277
1298,04694,19859
1301,04730,10521
1303,04732,44328
1303,04733,44328
1339,04734,20148
1339,04735,20148
1306,04736,10864
1333,04739,25063
1339,04740,20148
1309,04741,3
1339,04742,20148
1333,04743,25063
1333,04745,25063
1333,04746,25063
1303,04747,44328
1339,04750,20148
1333,04756,25063
1303,04757,44328
1339,04758,20148
1339,04760,20148
1301,04761,10521
1306,04762,10864
1303,04763,44328
1303,04764,44328
1303,04765,44328
1306,04766,10864
1333,04768,25063
1327,04769,9692
1333,04772,25063
1333,04773,25063
1333,04774,25063
1303,04776,44328
1303,04777,44328
1333,04779,25063
1303,04780,44328
1333,04781,25063
1333,04783,25063
1333,04785,25063
1303,04786,44328
1339,04787,20148
1357,04841,13628
1239,04843,79070
1239,04847,79070
1239,04848,79070
1239,04849,79070
1345,04851,75
1346,04852,69
1356,04853,3038
1357,04854,13628
1225,04855,26930
1239,04856,79070
1225,04858,26930
1225,04859,26930
1225,04860,26930
1225,04861,26930
1239,04862,79070
1356,04863,3038
1357,04864,13628
1358,04901,35149
1358,04910,35149
1380,04911,17841
1160,04912,37166
1239,04915,79070
1113,04917,87700
1113,04918,87700
1160,04920,37166
1239,04921,79070
1421,04922,14126
1160,04923,37166
1421,04924,14126
1160,04925,37166
1139,04926,15424
1421,04927,14126
1144,04928,94660
1421,04929,14126
1144,04930,94660
1144,04932,94660
1144,04933,94660
877,04936,21741
1358,04937,35149
1380,04938,17841
1144,04939,94660
1380,04940,17841
1239,04941,79070
1160,04942,37166
1160,04943,37166
1358,04944,35149
1160,04945,37166
1160,04947,37166
1239,04949,79070
1380,04950,17841
1144,04951,94660
1239,04952,79070
1144,04953,94660
1113,04955,87700
1380,04956,17841
1113,04957,87700
1160,04958,37166
1160,04961,37166
1358,04962,35149
1113,04963,87700
1113,04964,87700
1144,04965,94660
1160,04966,37166
1421,04967,14126
1144,04969,94660
1113,04970,87700
1144,04971,94660
1239,04973,79070
1239,04974,79070
1358,04975,35149
1411,04976,9903
1113,04978,87700
1160,04979,37166
1239,04981,79070
1160,04982,37166
1160,04983,37166
1113,04984,87700
1160,04985,37166
1239,04986,79070
1144,04987,94660
1421,04988,14126
1123,04989,45534
1380,04992,17841
825,05001,133511
1453,05031,10501
1453,05032,10501
825,05033,133511
1453,05034,10501
1453,05035,10501
1449,05036,16202
1594,05037,38701
1449,05038,16202
825,05039,133511
825,05040,133511
1449,05041,16202
825,05042,133511
825,05043,133511
825,05045,133511
825,05046,133511
825,05048,133511
825,05050,133511
825,05051,133511
825,05052,133511
825,05053,133511
825,05055,133511
1594,05056,38701
825,05058,133511
825,05059,133511
1449,05060,16202
1449,05061,16202
1594,05062,38701
825,05065,133511
1453,05067,10501
1453,05068,10501
825,05069,133511
825,05070,133511
1594,05071,38701
825,05072,133511
825,05075,133511
825,05076,133511
825,05077,133511
825,05079,133511
825,05081,133511
825,05083,133511
825,05084,133511
825,05086,133511
1594,05089,38701
1453,05091,10501
847,05101,120612
847,05141,120612
1594,05142,38701
847,05143,120612
847,05146,120612
847,05148,120612
847,05149,120612
847,05150,120612
1594,05151,38701
847,05152,120612
847,05153,120612
847,05154,120612
847,05155,120612
847,05156,120612
847,05158,120612
847,05161,120612
1485,05201,26194
1491,05250,14934
1491,05251,14934
847,05252,120612
847,05253,120612
1491,05254,14934
1491,05255,14934
1485,05257,26194
1485,05260,26194
225,05261,48898
847,05262,120612
1496,05301,17227
847,05340,120612
1496,05341,17227
225,05342,48898
847,05343,120612
847,05345,120612
847,05346,120612
225,05350,48898
225,05352,48898
847,05353,120612
239,05354,25707
847,05355,120612
847,05356,120612
225,05358,48898
847,05359,120612
847,05360,120612
225,05361,48898
847,05362,120612
847,05363,120612
1515,05401,41565
1516,05403,17593
1515,05404,41565
1515,05405,41565
1519,05408,10114
1515,05439,41565
1521,05440,1998
1529,05441,41616
1529,05442,41616
1611,05443,78553
1529,05444,41616
1551,05445,10952
1527,05446,15373
1529,05447,41616
1529,05448,41616
1529,05450,41616
1531,05452,25065
1550,05454,31218
1550,05455,31218
1611,05456,78553
1529,05457,41616
1543,05458,16640
1550,05459,31218
1611,05461,78553
1611,05462,78553
1540,05463,471
1529,05464,41616
1531,05465,25065
1543,05468,16640
1529,05471,41616
1611,05472,78553
1611,05473,78553
1547,05474,803
1529,05476,41616
1611,05477,78553
1550,05478,31218
1551,05482,10952
1550,05483,31218
1550,05485,31218
1543,05486,16640
1611,05487,78553
1550,05488,31218
1611,05489,78553
1611,05491,78553
1529,05492,41616
1611,05494,78553
1611,05495,78553
1562,05602,22939
1562,05640,22939
1564,05641,19848
1562,05647,22939
1562,05648,22939
825,05649,133511
1562,05650,22939
1564,05651,19848
1529,05652,41616
1529,05653,41616
1564,05654,19848
1529,05655,41616
1529,05656,41616
1529,05657,41616
1562,05658,22939
1562,05660,22939
1529,05661,41616
1449,05663,16202
1449,05664,16202
825,05667,133511
1449,05669,16202
1611,05672,78553
1611,05673,78553
1611,05674,78553
825,05675,133511
1611,05676,78553
1611,05677,78553
1564,05678,19848
825,05679,133511
1529,05680,41616
1562,05681,22939
1611,05682,78553
1594,05701,38701
847,05730,120612
1599,05732,16991
1599,05733,16991
1611,05734,78553
1599,05735,16991
1594,05736,38701
1594,05737,38701
1594,05738,38701
847,05739,120612
1611,05740,78553
847,05742,120612
1599,05743,16991
1599,05744,16991
1611,05747,78553
1611,05748,78553
1594,05751,38701
1611,05753,78553
1626,05757,9840
847,05758,120612
847,05759,120612
1599,05760,16991
847,05761,120612
1594,05762,38701
1594,05763,38701
1626,05764,9840
1594,05765,38701
1611,05766,78553
1611,05767,78553
1611,05769,78553
1611,05770,78553
1611,05772,78553
1626,05773,9840
847,05774,120612
847,05775,120612
847,05776,120612
1626,05777,9840
1611,05778,78553
1632,05819,42362
1529,05820,41616
825,05821,133511
1670,05822,17236
1632,05824,42362
1670,05825,17236
1529,05826,41616
1529,05827,41616
825,05828,133511
1642,05829,10675
1642,05830,10675
1632,05832,42362
1670,05833,17236
1562,05836,22939
1632,05837,42362
1670,05839,17236
1529,05841,41616
825,05842,133511
1562,05843,22939
1670,05845,17236
1632,05846,42362
1529,05847,41616
825,05850,133511
825,05851,133511
1632,05853,42362
1642,05855,10675
1529,05857,41616
1632,05858,42362
1529,05859,41616
1670,05860,17236
1562,05862,22939
1670,05866,17236
1670,05867,17236
1529,05868,41616
825,05871,133511
1632,05872,42362
