MERGE_ID,ZIPCODE,TOTAL_POP
9813,30511,114625
9762,30512,20863
9763,30513,11172
9839,30516,27754
9765,30517,11963
9766,30518,45211
9767,30519,39812
9839,30520,27754
9813,30521,114625
9784,30522,18389
9771,30523,12904
9049,30525,122395
9758,30527,50173
9774,30528,30657
9775,30529,10920
9813,30530,114625
9777,30531,19570
9778,30533,25296
9779,30534,27138
9774,30535,30657
9859,30536,89171
9049,30537,122395
9813,30538,114625
9784,30540,18389
9860,30541,52183
9786,30542,31946
9759,30543,40792
9774,30545,30657
9049,30546,122395
9813,30547,114625
9791,30548,15870
9792,30549,22500
9049,30552,122395
9813,30553,114625
9813,30554,114625
9860,30555,52183
9813,30557,114625
9813,30558,114625
9860,30559,52183
9860,30560,52183
9049,30562,122395
9813,30563,114625
9758,30564,50173
9813,30565,114625
9759,30566,40792
9813,30567,114625
9049,30568,122395
9049,30571,122395
9860,30572,52183
9049,30573,122395
9813,30575,114625
9049,30576,122395
9813,30577,114625
9049,30581,122395
9049,30582,122395
9816,30601,20835
9818,30602,67809
9818,30605,67809
9819,30606,40225
9820,30607,10895
9818,30609,67809
9818,30619,67809
9823,30620,12486
9843,30621,31209
9825,30622,10344
9843,30623,31209
9839,30624,27754
9940,30625,23771
9836,30627,21141
9818,30628,67809
9818,30629,67809
9818,30630,67809
9838,30631,12886
9813,30633,114625
9839,30634,27754
9836,30635,21141
9843,30641,31209
9838,30642,12886
9839,30643,27754
9813,30646,114625
9818,30648,67809
9842,30650,11708
9843,30655,31209
9844,30656,15133
9818,30660,67809
9813,30662,114625
9509,30663,53215
9838,30664,12886
9838,30665,12886
9857,30666,46496
9818,30667,67809
9917,30668,126212
9818,30669,67809
9917,30673,126212
9855,30677,17065
9940,30678,23771
9857,30680,46496
9813,30683,114625
9859,30701,89171
9860,30705,52183
9861,30707,16483
9860,30708,52183
9866,30710,75634
9866,30711,75634
9865,30720,26895
9866,30721,75634
9879,30725,74081
9875,30726,62716
9869,30728,28737
9600,30730,56110
9869,30731,28737
9859,30733,89171
9859,30734,89171
9859,30735,89171
9875,30736,62716
9879,30738,74081
9875,30739,62716
9875,30740,62716
9879,30741,74081
9875,30742,62716
9859,30746,89171
9882,30747,16859
9879,30750,74081
9866,30751,75634
9885,30752,9800
9869,30753,28737
9887,30755,9590
9866,30756,75634
9879,30757,74081
9917,30802,126212
9727,30803,28830
9900,30805,45038
9917,30807,126212
9908,30808,21816
9895,30809,38168
9727,30810,28830
9916,30812,75439
9898,30813,30415
9917,30814,126212
9900,30815,45038
9900,30816,45038
9917,30817,126212
9900,30818,45038
9727,30820,28830
9917,30821,126212
9916,30822,75439
9917,30823,126212
9908,30824,21816
9917,30828,126212
9910,30830,13966
9917,30833,126212
9912,30901,16445
9917,30903,126212
9914,30904,25962
9916,30905,75439
9916,30906,75439
9917,30907,126212
9918,30909,41585
9914,30912,25962
10141,31001,33633
9937,31002,100538
9937,31003,100538
9923,31005,15102
10190,31006,47496
10124,31007,18134
9926,31008,18453
9937,31009,100538
9937,31011,100538
9937,31012,100538
9930,31014,13756
9931,31015,29675
9661,31016,33029
9937,31017,100538
9727,31018,28830
9937,31019,100538
9992,31020,85337
9937,31021,100538
9937,31022,100538
9939,31023,15383
9940,31024,23771
9977,31025,70300
9942,31027,10012
9992,31028,85337
9944,31029,16287
9945,31030,19942
9992,31031,85337
9947,31032,13993
9992,31033,85337
9727,31035,28830
9950,31036,12998
9937,31037,100538
9992,31038,85337
10190,31039,47496
10190,31041,47496
9937,31042,100538
9937,31044,100538
9917,31045,126212
9992,31046,85337
9959,31047,11193
9937,31049,100538
9945,31050,19942
9977,31051,70300
10004,31052,52172
9937,31054,100538
9937,31055,100538
9977,31057,70300
10190,31058,47496
9937,31060,100538
9969,31061,44250
9969,31062,44250
9977,31063,70300
9992,31064,85337
9937,31065,100538
10004,31066,52172
9937,31067,100538
9977,31068,70300
9977,31069,70300
10124,31070,18134
10141,31071,33633
10141,31072,33633
9937,31075,100538
10190,31076,47496
9937,31077,100538
10004,31078,52172
10141,31079,33633
10190,31081,47496
9987,31082,10408
9937,31083,100538
10141,31084,33633
9992,31085,85337
9991,31087,9656
9992,31088,85337
9937,31089,100538
9937,31090,100538
9977,31091,70300
9977,31092,70300
9997,31093,28087
9727,31094,28830
9727,31096,28830
9661,31097,33029
9992,31098,85337
10004,31201,52172
10003,31204,31482
10004,31206,52172
10004,31207,52172
10006,31210,30968
10007,31211,16282
10008,31216,16109
10009,31217,18408
10010,31220,13839
10020,31301,66078
10045,31302,82813
9749,31303,69316
10034,31304,14172
10034,31305,14172
10045,31307,82813
10045,31308,82813
10020,31309,66078
10019,31312,16443
10020,31313,66078
10020,31314,66078
10020,31315,66078
10023,31316,9749
10045,31318,82813
10020,31320,66078
10045,31321,82813
10027,31322,28381
10020,31323,66078
10029,31324,20495
10030,31326,19269
10034,31327,14172
10032,31328,3306
9749,31329,69316
10034,31331,14172
10035,31401,21696
10036,31404,31024
10037,31405,37207
10038,31406,33965
10027,31407,28381
10040,31408,9952
10045,31409,82813
10042,31410,23654
10045,31411,82813
10044,31415,12091
10045,31419,82813
10046,31501,15576
10047,31503,53079
10048,31510,9848
10060,31512,19742
10050,31513,22000
10051,31516,14735
10050,31518,22000
10141,31519,33633
10054,31520,22336
10055,31522,14745
10056,31523,13229
10057,31525,62651
10080,31527,24312
10141,31532,33633
10060,31533,19742
10061,31535,11264
10062,31537,10097
10063,31539,14468
10047,31542,53079
10057,31543,62651
9937,31544,100538
10067,31545,16133
10057,31546,62651
10080,31547,24312
10070,31548,20020
9937,31549,100538
10047,31550,53079
10050,31551,22000
10047,31552,53079
10057,31553,62651
10047,31554,53079
10050,31555,22000
10057,31556,62651
10057,31557,62651
10080,31558,24312
10057,31560,62651
10055,31561,14745
10227,31562,57499
10050,31563,22000
10080,31565,24312
10057,31566,62651
10141,31567,33633
10057,31568,62651
10057,31569,62651
10090,31601,32730
10091,31602,87280
10092,31605,32516
10091,31606,87280
10094,31620,13145
10110,31622,12715
10103,31623,13884
10047,31624,53079
10094,31625,13145
10164,31626,28655
10094,31627,13145
10164,31629,28655
10103,31630,13884
10103,31631,13884
10104,31632,10295
10103,31634,13884
10092,31635,32516
10107,31636,10579
10166,31637,37899
10094,31638,13145
10110,31639,12715
10091,31641,87280
10047,31642,53079
10091,31643,87280
10092,31645,32516
10166,31647,37899
10107,31648,10579
10091,31649,87280
10047,31650,53079
10091,31698,87280
10092,31699,32516
10121,31701,20552
10122,31705,78394
10123,31707,25299
10124,31709,18134
9977,31711,70300
9931,31712,29675
9931,31714,29675
10122,31716,78394
10129,31719,13262
10164,31720,28655
10131,31721,20095
10160,31722,11377
10133,31730,9682
10166,31733,37899
9977,31735,70300
10147,31738,25719
9977,31743,70300
10122,31744,78394
10160,31747,11377
10166,31749,37899
10141,31750,33633
10122,31756,78394
10143,31757,10451
10144,31763,23722
9977,31764,70300
10122,31765,78394
10147,31768,25719
10122,31771,78394
10122,31772,78394
10122,31773,78394
10047,31774,53079
10122,31775,78394
10091,31778,87280
10154,31779,9927
10129,31780,13262
10163,31781,14106
10047,31783,53079
10122,31784,78394
9977,31787,70300
10160,31788,11377
10122,31789,78394
10047,31790,53079
10163,31791,14106
10164,31792,28655
10122,31793,78394
10166,31794,37899
10122,31795,78394
10122,31796,78394
10047,31798,53079
10190,31801,47496
10190,31803,47496
10183,31804,16890
10190,31805,47496
9977,31806,70300
10183,31807,16890
10203,31808,54860
10190,31810,47496
10203,31811,54860
9661,31812,33029
10190,31814,47496
10190,31815,47496
9649,31816,134842
10183,31820,16890
10190,31821,47496
9649,31822,134842
9649,31823,134842
10190,31824,47496
10190,31825,47496
9649,31826,134842
10190,31827,47496
10190,31829,47496
9649,31830,134842
9649,31831,134842
10190,31832,47496
9649,31833,134842
9649,31836,134842
10199,31901,41509
10198,31903,20128
10199,31904,41509
10200,31905,16044
10201,31906,21757
10202,31907,55332
10203,31909,54860
10204,32003,27126
10470,32008,20975
10227,32009,57499
10207,32011,13854
10208,32024,27961
10209,32025,22663
10243,32026,17431
10240,32033,33847
10212,32034,31008
10208,32038,27961
10227,32040,57499
10215,32043,25065
10454,32044,22418
10227,32046,57499
10224,32052,45254
10091,32053,87280
10220,32054,12307
10221,32055,16570
10227,32058,57499
10091,32059,87280
10224,32060,45254
10209,32061,22663
10224,32062,45254
10227,32063,57499
10224,32064,45254
10229,32065,32770
10091,32066,87280
10231,32068,50815
10091,32071,87280
10227,32072,57499
10234,32073,38920
10215,32079,25065
10236,32080,20165
10309,32081,50760
10238,32082,28996
10227,32083,57499
10240,32084,33847
10241,32086,24546
10227,32087,57499
10243,32091,17431
10244,32092,28242
10224,32094,45254
10309,32095,50760
10224,32096,45254
10248,32097,15616
10265,32102,10649
10280,32110,95503
10282,32112,54025
11092,32113,23904
10253,32114,32084
10254,32117,24170
10255,32118,16961
10256,32119,20189
10280,32124,95503
10258,32127,29413
10259,32128,16910
10260,32129,20104
10280,32130,95503
10282,32131,54025
10278,32132,33778
11098,32133,39075
10265,32134,10649
10280,32136,95503
10267,32137,37821
10282,32139,54025
10282,32140,54025
10270,32141,17603
10280,32145,95503
10282,32147,54025
10273,32148,11201
10282,32157,54025
10275,32159,28867
10276,32162,48249
10277,32164,41616
10278,32168,33778
10279,32169,9816
10280,32174,95503
10281,32176,14339
10282,32177,54025
11098,32179,39075
10280,32180,95503
10282,32181,54025
10280,32187,95503
10280,32189,95503
10280,32190,95503
10280,32193,95503
11098,32195,39075
10297,32202,49126
10297,32204,49126
10293,32205,28225
10294,32206,17669
10295,32207,33306
10296,32208,30879
10297,32209,49126
10298,32210,69730
10299,32211,30501
10298,32212,69730
10301,32216,34876
10302,32217,18817
10303,32218,53473
10304,32219,11886
10305,32220,12946
10306,32221,27918
10298,32222,69730
10308,32223,23980
10309,32224,50760
10310,32225,59522
10311,32226,15761
10314,32227,26136
10314,32228,26136
10314,32233,26136
10227,32234,57499
10316,32244,57369
10317,32246,48789
10318,32250,25356
10319,32254,13570
10320,32256,38483
10321,32257,36430
10322,32258,26759
10323,32259,36917
10310,32266,59522
10325,32277,29517
10326,32301,29323
10327,32303,47359
10328,32304,49189
10329,32305,20073
10330,32308,21586
10331,32309,30159
10332,32310,17402
10333,32311,17493
10334,32312,31869
10335,32317,14067
10406,32320,13090
10356,32321,88585
10339,32322,9518
10339,32323,9518
10356,32324,88585
10341,32327,28958
10339,32328,9518
10356,32330,88585
10091,32331,87280
10356,32332,88585
10346,32333,11330
10356,32334,88585
10091,32336,87280
10349,32340,11808
10328,32343,49189
10351,32344,13445
10341,32346,28958
10091,32347,87280
10354,32348,19579
10091,32350,87280
10356,32351,88585
10356,32352,88585
10341,32355,28958
10354,32356,19579
10339,32358,9518
10354,32359,19579
10351,32361,13445
10326,32399,29323
10364,32401,22647
10366,32403,57817
10366,32404,57817
10367,32405,39327
10367,32407,39327
10369,32408,15352
10366,32409,57817
10366,32410,57817
10372,32413,13820
10380,32420,36713
10380,32421,36713
10401,32423,24777
10356,32424,88585
10377,32425,15743
10394,32426,12106
10377,32427,15743
10380,32428,36713
10356,32430,88585
10380,32431,36713
10394,32432,12106
10384,32433,16025
10426,32435,103365
10372,32437,13820
10356,32438,88585
10426,32439,103365
10380,32440,36713
10356,32442,88585
10356,32443,88585
10392,32444,18985
10356,32445,88585
10394,32446,12106
10356,32447,88585
10356,32448,88585
10356,32449,88585
10426,32455,103365
10366,32456,57817
10400,32459,11457
10401,32460,24777
10372,32461,13820
10426,32462,103365
10380,32463,36713
10426,32464,103365
10406,32465,13090
10356,32466,88585
10408,32501,11730
10410,32502,35309
10410,32503,35309
10411,32504,21441
10412,32505,28213
10413,32506,33846
10414,32507,67605
10414,32508,67605
10419,32509,36957
10414,32511,67605
10418,32514,37399
10419,32526,36957
10447,32530,25624
10441,32531,53646
10422,32533,26493
10423,32534,14029
11667,32535,24747
10425,32536,19709
10426,32539,103365
10427,32541,21432
10426,32542,103365
10430,32544,34303
10430,32547,34303
10431,32548,19343
10427,32550,21432
10414,32561,67605
10434,32563,22406
10441,32564,53646
10441,32565,53646
10437,32566,33671
10426,32567,103365
10441,32568,53646
10440,32569,11235
10441,32570,53646
10442,32571,28881
10441,32577,53646
10444,32578,30108
10445,32579,9997
10426,32580,103365
10447,32583,25624
10448,32601,18585
10453,32603,80154
10450,32605,22925
10451,32606,21833
10452,32607,29750
10453,32608,80154
10454,32609,22418
10453,32612,80154
10456,32615,15420
10456,32616,15420
11092,32617,23904
10453,32618,80154
10470,32619,20975
10453,32621,80154
10454,32622,22418
10464,32625,10122
10464,32626,10122
10354,32628,19579
10468,32631,11311
10478,32639,13294
10468,32640,11311
10469,32641,14291
10470,32643,20975
10354,32648,19579
10472,32653,12844
10473,32656,14014
10454,32658,22418
10468,32664,11311
10282,32666,54025
10453,32667,80154
10478,32668,13294
10479,32669,11623
10480,32680,10518
11092,32681,23904
10464,32683,10122
10453,32686,80154
10480,32692,10518
10485,32693,12154
10282,32694,54025
10487,32696,12071
10456,32697,15420
10489,32701,21577
10525,32702,14137
10491,32703,48757
10492,32707,40689
10493,32708,42012
10524,32709,37194
10495,32712,41769
10496,32713,19491
10497,32714,34862
10498,32720,29700
10499,32724,31826
10500,32725,48493
10501,32726,23932
10492,32730,40689
10516,32732,82273
10501,32735,23932
10505,32736,9736
10506,32738,43830
10500,32744,48493
10508,32746,40571
10509,32750,22713
10510,32751,19928
10511,32754,11313
10512,32757,26246
10278,32759,33778
10514,32763,21263
10516,32764,82273
10516,32765,82273
10517,32766,15698
10280,32767,95503
10519,32771,49481
10520,32773,28787
10521,32776,10262
10522,32778,18617
10523,32779,27556
10524,32780,37194
10525,32784,14137
10526,32789,24557
10527,32792,53065
10528,32796,20139
10491,32798,48757
10530,32801,12050
10531,32803,19020
10532,32804,17312
10533,32805,21810
10534,32806,24820
10535,32807,31465
10536,32808,46334
10537,32809,26773
10538,32810,32210
10539,32811,35825
10540,32812,32844
10527,32814,53065
10542,32817,35105
10543,32818,43911
10544,32819,24976
10516,32820,82273
10546,32821,21423
10547,32822,59391
10548,32824,37401
10549,32825,53024
10550,32826,29347
10547,32827,59391
10552,32828,60423
10553,32829,17822
11161,32830,46984
10552,32831,60423
10556,32832,13787
10516,32833,82273
10558,32835,43468
10559,32836,16647
10560,32837,51219
10561,32839,50279
10562,32901,24521
10563,32903,12869
10564,32904,26710
10565,32905,22084
10566,32907,65480
10567,32908,10892
10568,32909,32368
10569,32920,9848
10570,32922,14916
10577,32925,26191
10572,32926,22752
10573,32927,28092
10574,32931,13567
10575,32934,17338
10576,32935,39082
10577,32937,26191
10578,32940,31999
10566,32948,65480
10568,32949,32368
10566,32950,65480
10582,32951,10673
10583,32952,19881
10584,32953,22754
10585,32955,36374
10586,32958,25669
10587,32960,20037
10588,32962,35844
10589,32963,14911
10590,32966,15626
10591,32967,19518
10592,32968,12830
10586,32970,25669
10566,32976,65480
10621,33001,18412
10596,33004,15588
10597,33009,39341
10598,33010,46187
10599,33012,72248
10600,33013,33852
10601,33014,40654
10602,33015,63544
10603,33016,45342
10604,33018,46117
10605,33019,15107
10606,33020,41329
10607,33021,45921
10608,33023,63576
10609,33024,63916
10610,33025,59039
10611,33026,28498
10612,33027,57663
10613,33028,26696
10614,33029,45235
10615,33030,34110
10618,33031,55009
10617,33032,34088
10618,33033,55009
10619,33034,18613
10620,33035,13497
10621,33036,18412
10622,33037,11612
10618,33039,55009
10624,33040,43033
10624,33042,43033
10624,33043,43033
10621,33050,18412
10621,33051,18412
10629,33054,29061
10630,33055,43194
10631,33056,35059
10632,33060,32154
10633,33062,23948
10634,33063,51019
10635,33064,52969
10636,33065,51921
10637,33066,15760
10638,33067,26458
10639,33068,49824
10640,33069,25700
10621,33070,18412
10642,33071,36964
10643,33073,29168
10644,33076,29751
10661,33109,39207
10647,33122,60240
10647,33125,60240
10648,33126,46867
10649,33127,28909
10647,33128,60240
10651,33129,13833
10652,33130,26108
10653,33131,14917
10654,33132,11165
10655,33133,31926
10656,33134,37456
10657,33135,36066
10658,33136,13791
10659,33137,19410
10660,33138,27571
10661,33139,39207
10662,33140,21210
10663,33141,35249
10664,33142,52606
10665,33143,31407
10666,33144,26903
10667,33145,29758
10668,33146,14995
10669,33147,46933
10670,33149,12389
10671,33150,27811
10672,33154,13971
10673,33155,43788
10674,33156,31315
10675,33157,69920
10675,33158,69920
10677,33160,40053
10678,33161,53710
10679,33162,43539
10680,33165,56149
10681,33166,23038
10682,33167,18846
10683,33168,25792
10684,33169,39353
10685,33170,12253
10686,33172,37664
10687,33173,33141
10688,33174,32524
10689,33175,60948
10690,33176,50170
10691,33177,53191
10692,33178,39489
10693,33179,41332
10694,33180,30840
10695,33181,18413
10696,33182,16929
10697,33183,35949
10698,33184,21075
10699,33185,27189
10700,33186,67137
10701,33187,16315
10702,33189,23828
10703,33190,11593
10704,33193,46044
10689,33194,60948
10706,33196,43620
10707,33301,14586
10708,33304,17724
10709,33305,11927
10732,33306,32146
10711,33308,28217
10712,33309,33705
10713,33311,63786
10714,33312,49343
10715,33313,56039
10716,33314,21885
10717,33315,12153
10718,33316,10044
10719,33317,35372
10720,33319,44420
10721,33321,44327
10722,33322,37858
10723,33323,18929
10724,33324,42847
10725,33325,27570
10726,33326,31257
10727,33327,22658
10728,33328,27415
10729,33330,14107
10730,33331,23204
10731,33332,11199
10732,33334,32146
10733,33351,32890
10734,33401,24879
10735,33403,12042
10736,33404,27489
10737,33405,19155
10738,33406,26312
10739,33407,29659
10740,33408,16921
10741,33409,29140
10742,33410,32570
10743,33411,65245
10744,33412,14414
10745,33413,15162
10746,33414,53718
10747,33415,44963
10748,33417,29156
10749,33418,36017
10750,33426,20082
10751,33428,38548
10752,33430,26353
10753,33431,18290
10754,33432,18715
10755,33433,41722
10756,33434,19260
10757,33435,32104
10758,33436,41896
10759,33437,42203
11175,33438,75117
10761,33440,19743
10762,33441,26838
10763,33442,28075
10764,33444,20221
10765,33445,29754
10766,33446,22088
10767,33449,10817
10768,33455,19980
10769,33458,49396
10770,33460,30790
10771,33461,40748
10772,33462,30879
10773,33463,53766
10774,33467,48808
10775,33469,14449
10776,33470,26551
11175,33471,75117
10778,33472,19100
10759,33473,42203
11175,33476,75117
10781,33477,13074
10782,33478,12704
10783,33480,9549
10784,33483,12093
10785,33484,23443
10786,33486,21720
10787,33487,16421
10752,33493,26353
10789,33496,20969
10790,33498,14557
10824,33503,25831
10792,33510,27610
10793,33511,52003
10794,33513,12086
11159,33514,51185
11159,33521,51185
10797,33523,18313
10798,33525,18439
10799,33527,15203
10800,33534,12839
11159,33538,51185
10804,33540,29576
10803,33541,19759
10804,33542,29576
10805,33543,21898
10806,33544,22800
10807,33545,13996
10808,33547,19813
10851,33548,43264
10810,33549,16132
10811,33556,22015
10812,33558,20064
10813,33559,15427
10814,33563,25488
10815,33565,17975
10816,33566,19522
10817,33567,11505
10818,33569,23074
10819,33570,20758
10820,33572,14117
10821,33573,19172
11112,33576,34173
10823,33578,36693
10824,33579,25831
10825,33584,25392
11159,33585,51185
10827,33592,10091
10828,33594,32677
10829,33596,29283
11159,33597,51185
10831,33598,13665
10832,33602,11515
10833,33603,19100
10834,33604,35485
10835,33605,17073
10836,33606,17746
10837,33607,23541
10838,33609,15999
10839,33610,39222
10840,33611,31121
10841,33612,49759
10842,33613,31990
10843,33614,46449
10844,33615,43453
10845,33616,13560
10846,33617,41443
10847,33618,25570
10848,33619,34581
10841,33620,49759
10840,33621,31121
10851,33624,43264
10852,33625,24645
10853,33626,27557
10854,33629,23638
10855,33634,20225
10856,33635,15741
10857,33637,15351
10858,33647,55034
10859,33701,15014
10860,33702,29664
10861,33703,23680
10862,33704,16098
10863,33705,26435
10864,33706,15901
10865,33707,24599
10866,33708,15595
10867,33709,26023
10868,33710,32780
10869,33711,26569
10870,33712,25066
10871,33713,29812
10872,33714,18531
10869,33715,26569
10874,33716,15424
10866,33744,15595
10876,33755,26146
10877,33756,31275
10878,33759,17820
10879,33760,15133
10880,33761,18167
10895,33762,29349
10882,33763,17887
10883,33764,24045
10884,33765,13275
11132,33767,46916
10886,33770,30814
10887,33771,29839
10888,33772,22981
10889,33773,16826
10890,33774,17712
10891,33776,12402
10892,33777,17140
10893,33778,14263
10894,33781,25922
10895,33782,29349
10886,33785,30814
11132,33786,46916
10898,33801,33741
10899,33803,27094
10900,33805,23153
10901,33809,28929
10902,33810,45110
10903,33811,20980
10904,33812,13166
10905,33813,31698
10906,33815,14267
10907,33823,28874
10908,33825,24942
10946,33827,19115
10910,33830,27542
10930,33834,51480
10912,33837,20234
10917,33838,52654
10940,33839,40554
10930,33841,51480
10916,33843,11093
10917,33844,52654
10930,33847,51480
11145,33848,35873
10902,33849,45110
10917,33850,52654
10917,33851,52654
10923,33852,21790
10924,33853,11161
10946,33854,19115
10946,33855,19115
10946,33856,19115
11175,33857,75117
10929,33859,10582
10930,33860,51480
10930,33865,51480
11174,33867,20286
10933,33868,11720
10934,33870,20601
10935,33872,14158
10936,33873,14742
10937,33875,11108
11175,33876,75117
10917,33877,52654
10940,33880,40554
10941,33881,29345
10942,33884,28763
10930,33890,51480
10917,33896,52654
10945,33897,14117
10946,33898,19115
10947,33901,19500
10948,33903,20776
10949,33904,30613
10950,33905,44401
10951,33907,22138
10952,33908,48496
10953,33909,23119
10954,33912,15392
10955,33913,17103
10956,33914,35848
10957,33916,20134
10958,33917,28666
10959,33919,27837
10950,33920,44401
11037,33921,28900
10996,33922,25501
10996,33924,25501
10964,33928,22478
11019,33930,28606
10966,33931,10005
10967,33935,20383
10968,33936,18994
11175,33944,75117
10996,33945,25501
11037,33946,28900
11037,33947,28900
10973,33948,15958
10974,33950,20699
10975,33952,28382
11066,33953,47813
11066,33954,47813
10978,33955,10060
10952,33956,48496
10952,33957,48496
11175,33960,75117
10964,33965,22478
10950,33966,44401
10984,33967,22799
10985,33971,19730
10986,33972,10880
10987,33973,10798
10988,33974,11982
10989,33976,12534
10990,33980,10322
10991,33981,9534
11175,33982,75117
10993,33983,13954
10994,33990,28173
10995,33991,18010
10996,33993,25501
11005,34101,27012
10998,34102,10460
10999,34103,12150
11000,34104,23691
11001,34105,13933
11002,34108,16874
11003,34109,23338
11004,34110,20762
11005,34112,27012
11006,34113,17971
11007,34114,14805
11008,34116,30005
11009,34117,14250
11010,34119,25756
11011,34120,26147
11012,34134,14112
11013,34135,37315
11019,34137,28606
11007,34138,14805
11007,34139,14805
11020,34140,16680
11007,34141,14805
11019,34142,28606
11020,34145,16680
11023,34201,41319
11022,34202,19816
11023,34203,41319
11024,34205,29656
11025,34207,29728
11026,34208,33121
11027,34209,45982
11028,34210,15916
11023,34211,41319
11030,34212,15146
11027,34215,45982
11027,34216,45982
11027,34217,45982
11034,34219,17135
11035,34221,39457
11036,34222,11952
11037,34223,28900
11038,34224,15394
11027,34228,45982
11041,34229,46325
11041,34231,46325
11042,34232,30969
11043,34233,16653
11044,34234,19788
11045,34235,13640
11046,34236,12394
11047,34237,16304
11048,34238,17500
11049,34239,15038
11050,34240,11501
11051,34241,13590
11041,34242,46325
11053,34243,26115
10930,34251,51480
11055,34266,40599
11055,34268,40599
11175,34269,75117
11058,34275,16245
11059,34285,17599
11060,34286,17970
11061,34287,23859
11062,34288,10856
11055,34289,40599
11055,34291,40599
11065,34292,13516
11066,34293,47813
11067,34420,16287
11084,34428,51746
11084,34429,51746
10478,34431,13294
11071,34432,12273
11084,34433,51746
11084,34434,51746
11159,34436,51185
11075,34442,14568
11084,34445,51746
11077,34446,16326
11078,34448,10797
11084,34449,51746
11080,34450,10293
11081,34452,11919
11082,34453,10112
11083,34461,10562
11084,34465,51746
11085,34470,17838
11086,34471,25152
11087,34472,25968
11088,34473,17029
11089,34474,16062
11090,34475,12177
11091,34476,20862
11092,34479,23904
11093,34480,19068
11094,34481,17536
11095,34482,22500
10276,34484,48249
11097,34488,10291
11098,34491,39075
11084,34498,51746
11100,34601,29028
11159,34602,51185
11102,34604,10003
11103,34606,26208
11118,34607,40376
11105,34608,31099
11106,34609,37129
11107,34610,12907
11108,34613,17814
11100,34614,29028
11112,34637,34173
11111,34638,20048
11112,34639,34173
11113,34652,24147
11114,34653,30756
11115,34654,21716
11116,34655,45738
11159,34661,51185
11118,34667,40376
11119,34668,42619
11120,34669,12648
11121,34677,20842
11118,34679,40376
11124,34681,32562
11124,34683,32562
11125,34684,25847
11126,34685,17286
11116,34688,45738
11128,34689,26132
11129,34690,13137
11130,34691,21079
11131,34695,17496
11132,34698,46916
10512,34705,26246
11134,34711,54853
11135,34714,14685
11136,34715,15455
11137,34731,10815
10558,34734,43468
11139,34736,19314
11147,34737,40769
10566,34739,65480
11142,34741,40828
11143,34743,33632
11144,34744,44142
11145,34746,35873
11146,34747,13692
11147,34748,40769
11139,34753,19314
11134,34756,54853
11150,34758,30879
11151,34759,30170
11161,34760,46984
11153,34761,37500
11159,34762,51185
11155,34769,21399
11156,34771,14280
11157,34772,22770
10566,34773,65480
11159,34785,51185
11160,34786,28092
11161,34787,46984
11162,34788,17519
11159,34797,51185
11175,34945,75117
10588,34946,35844
11166,34947,12186
10588,34949,35844
11168,34950,15436
11169,34951,14115
11170,34952,38285
11171,34953,61494
11172,34956,9874
11173,34957,22257
11174,34972,20286
11175,34974,75117
11175,34981,75117
11177,34982,24544
11178,34983,38480
11179,34984,13764
11180,34986,23297
11175,34987,75117
11182,34990,27707
11183,34994,15967
11184,34996,10649
11185,34997,40405
11186,35004,10427
11296,35005,87911
11197,35006,37882
11189,35007,26225
11190,35010,26244
11252,35013,15694
11271,35014,167159
11193,35016,16778
11217,35019,12053
11195,35020,31973
11196,35022,18888
11197,35023,37882
11215,35031,132943
11269,35032,18538
11349,35033,87824
11767,35034,11706
11246,35035,63309
11296,35036,87911
11204,35040,20073
11246,35042,63309
11311,35043,93883
11271,35044,167159
11208,35045,14870
11204,35046,20073
11215,35049,132943
11311,35051,93883
11251,35052,14119
11349,35053,87824
11271,35054,167159
11215,35055,132943
11216,35057,26855
11217,35058,12053
11296,35060,87911
11197,35061,37882
11279,35062,31025
11279,35063,31025
11222,35064,11458
11296,35068,87911
11229,35070,13407
11225,35071,15661
11271,35072,167159
11296,35073,87911
11243,35074,16233
11229,35077,13407
11271,35078,167159
11215,35079,132943
11232,35080,15881
11271,35082,167159
11215,35083,132943
11246,35085,63309
11215,35087,132943
11271,35089,167159
11279,35091,31025
11239,35094,14212
11271,35096,167159
11215,35097,132943
11349,35098,87824
11243,35111,16233
11274,35112,25977
11246,35114,63309
11246,35115,63309
11297,35116,51307
11296,35117,87911
11296,35118,87911
11297,35119,51307
11251,35120,14119
11252,35121,15694
11253,35124,23020
11254,35125,10456
11255,35126,21725
11256,35127,10099
11257,35128,10197
11296,35130,87911
11271,35131,167159
11215,35133,132943
11271,35135,167159
11271,35136,167159
11296,35139,87911
11311,35143,93883
11265,35146,10948
11311,35147,93883
11279,35148,31025
11271,35149,167159
11269,35150,18538
11311,35151,93883
11271,35160,167159
11246,35171,63309
11215,35172,132943
11274,35173,25977
11457,35175,36413
11311,35176,93883
11311,35178,93883
11216,35179,26855
11279,35180,31025
11311,35183,93883
11246,35184,63309
11311,35186,93883
11246,35187,63309
11246,35188,63309
11287,35203,32676
11286,35204,10337
11287,35205,32676
11288,35206,17177
11296,35207,87911
11290,35208,16258
11291,35209,30484
11292,35210,13952
11293,35211,26236
11294,35212,11539
11295,35213,13185
11296,35214,87911
11297,35215,51307
11298,35216,36408
11299,35217,13729
11296,35218,87911
11195,35221,31973
11287,35222,32676
11303,35223,11043
11296,35224,87911
11305,35226,31471
11306,35228,10419
11291,35229,30484
11287,35233,32676
11296,35234,87911
11310,35235,19484
11311,35242,93883
11312,35243,17328
